comp_name,stock_id,chg_stock_id
九洲药业,SH603456,sh.603456
中远海科,SZ002401,sz.002401
盛天网络,SZ300494,sz.300494
招商积余,SZ001914,sz.001914
龙版传媒,SH605577,sh.605577
C柏诚,SH601133,sh.601133
蒙娜丽莎,SZ002918,sz.002918
科锐国际,SZ300662,sz.300662
三峡旅游,SZ002627,sz.002627
东旭蓝天,SZ000040,sz.000040
今世缘,SH603369,sh.603369
同有科技,SZ300302,sz.300302
奥瑞金,SZ002701,sz.002701
王力安防,SH605268,sh.605268
东软集团,SH600718,sh.600718
科新机电,SZ300092,sz.300092
引力传媒,SH603598,sh.603598
美腾科技,SH688420,sh.688420
劲仔食品,SZ003000,sz.003000
搜于特,SZ002503,sz.002503
神思电子,SZ300479,sz.300479
大富科技,SZ300134,sz.300134
罗普特,SH688619,sh.688619
安妮股份,SZ002235,sz.002235
浙文影业,SH601599,sh.601599
正元智慧,SZ300645,sz.300645
东方国信,SZ300166,sz.300166
重庆路桥,SH600106,sh.600106
掌趣科技,SZ300315,sz.300315
锐捷网络,SZ301165,sz.301165
开普云,SH688228,sh.688228
杰华特,SH688141,sh.688141
思创医惠,SZ300078,sz.300078
姚记科技,SZ002605,sz.002605
浙文互联,SH600986,sh.600986
朗新科技,SZ300682,sz.300682
德宏股份,SH603701,sh.603701
豆神教育,SZ300010,sz.300010
黑芝麻,SZ000716,sz.000716
遥望科技,SZ002291,sz.002291
火星人,SZ300894,sz.300894
保利联合,SZ002037,sz.002037
益丰药房,SH603939,sh.603939
首航高科,SZ002665,sz.002665
湖北广电,SZ000665,sz.000665
恒银科技,SH603106,sh.603106
中信出版,SZ300788,sz.300788
江波龙,SZ301308,sz.301308
丽人丽妆,SH605136,sh.605136
宋城演艺,SZ300144,sz.300144
有棵树,SZ300209,sz.300209
芒果超媒,SZ300413,sz.300413
华峰化学,SZ002064,sz.002064
有研粉材,SH688456,sh.688456
创业慧康,SZ300451,sz.300451
和科达,SZ002816,sz.002816
跨境通,SZ002640,sz.002640
中亚股份,SZ300512,sz.300512
太极集团,SH600129,sh.600129
内蒙新华,SH603230,sh.603230
永新股份,SZ002014,sz.002014
吉比特,SH603444,sh.603444
城市传媒,SH600229,sh.600229
扬州金泉,SH603307,sh.603307
顺鑫农业,SZ000860,sz.000860
三五互联,SZ300051,sz.300051
中科云网,SZ002306,sz.002306
初灵信息,SZ300250,sz.300250
桂发祥,SZ002820,sz.002820
长江传媒,SH600757,sh.600757
天永智能,SH603895,sh.603895
海默科技,SZ300084,sz.300084
莫高股份,SH600543,sh.600543
科新发展,SH600234,sh.600234
赛为智能,SZ300044,sz.300044
天目湖,SH603136,sh.603136
杭州解百,SH600814,sh.600814
元隆雅图,SZ002878,sz.002878
创意信息,SZ300366,sz.300366
海峡股份,SZ002320,sz.002320
华天酒店,SZ000428,sz.000428
三维天地,SZ301159,sz.301159
苏威孚B,SZ200581,sz.200581
申菱环境,SZ301018,sz.301018
禾川科技,SH688320,sh.688320
新华文轩,SH601811,sh.601811
华源控股,SZ002787,sz.002787
迪安诊断,SZ300244,sz.300244
汉仪股份,SZ301270,sz.301270
紫天科技,SZ300280,sz.300280
长白山,SH603099,sh.603099
中原传媒,SZ000719,sz.000719
重庆啤酒,SH600132,sh.600132
线上线下,SZ300959,sz.300959
九牧王,SH601566,sh.601566
易联众,SZ300096,sz.300096
蓝光发展,SH600466,sh.600466
兆讯传媒,SZ301102,sz.301102
新宏泰,SH603016,sh.603016
有友食品,SH603697,sh.603697
健之佳,SH605266,sh.605266
广弘控股,SZ000529,sz.000529
致远新能,SZ300985,sz.300985
中央商场,SH600280,sh.600280
英威腾,SZ002334,sz.002334
紫鑫药业,SZ002118,sz.002118
来伊份,SH603777,sh.603777
济民医疗,SH603222,sh.603222
国脉文化,SH600640,sh.600640
众信旅游,SZ002707,sz.002707
新华传媒,SH600825,sh.600825
鸿博股份,SZ002229,sz.002229
山东出版,SH601019,sh.601019
健民集团,SH600976,sh.600976
钱江摩托,SZ000913,sz.000913
西子洁能,SZ002534,sz.002534
凤凰传媒,SH601928,sh.601928
天地在线,SZ002995,sz.002995
志邦家居,SH603801,sh.603801
国旅联合,SH600358,sh.600358
读者传媒,SH603999,sh.603999
万达信息,SZ300168,sz.300168
财信发展,SZ000838,sz.000838
德生科技,SZ002908,sz.002908
东阿阿胶,SZ000423,sz.000423
桃李面包,SH603866,sh.603866
豪美新材,SZ002988,sz.002988
信安世纪,SH688201,sh.688201
汤姆猫,SZ300459,sz.300459
海南瑞泽,SZ002596,sz.002596
欧陆通,SZ300870,sz.300870
我爱我家,SZ000560,sz.000560
源杰科技,SH688498,sh.688498
中天金融,SZ000540,sz.000540
零点有数,SZ301169,sz.301169
新华百货,SH600785,sh.600785
达仁堂,SH600329,sh.600329
名臣健康,SZ002919,sz.002919
威孚高科,SZ000581,sz.000581
祥源文旅,SH600576,sh.600576
当虹科技,SH688039,sh.688039
普路通,SZ002769,sz.002769
德必集团,SZ300947,sz.300947
云南旅游,SZ002059,sz.002059
三六五网,SZ300295,sz.300295
泛海控股,SZ000046,sz.000046
南方传媒,SH601900,sh.601900
浩瀚深度,SH688292,sh.688292
吉大正元,SZ003029,sz.003029
中南传媒,SH601098,sh.601098
福石控股,SZ300071,sz.300071
黄山旅游,SH600054,sh.600054
恒信东方,SZ300081,sz.300081
分众传媒,SZ002027,sz.002027
省广集团,SZ002400,sz.002400
太和水,SH605081,sh.605081
新日股份,SH603787,sh.603787
国联股份,SH603613,sh.603613
锦江酒店,SH600754,sh.600754
天马股份,SZ002122,sz.002122
出版传媒,SH601999,sh.601999
飞天诚信,SZ300386,sz.300386
万兴科技,SZ300624,sz.300624
中国出版,SH601949,sh.601949
康惠制药,SH603139,sh.603139
壹网壹创,SZ300792,sz.300792
传智教育,SZ003032,sz.003032
博创科技,SZ300548,sz.300548
新媒股份,SZ300770,sz.300770
奋达科技,SZ002681,sz.002681
国新文化,SH600636,sh.600636
箭牌家居,SZ001322,sz.001322
吉宏股份,SZ002803,sz.002803
迈拓股份,SZ301006,sz.301006
桂林旅游,SZ000978,sz.000978
江山欧派,SH603208,sh.603208
西域旅游,SZ300859,sz.300859
联特科技,SZ301205,sz.301205
兴图新科,SH688081,sh.688081
慧辰股份,SH688500,sh.688500
萤石网络,SH688475,sh.688475
香飘飘,SH603711,sh.603711
三江购物,SH601116,sh.601116
卓创资讯,SZ301299,sz.301299
西安饮食,SZ000721,sz.000721
