comp_name,stock_id,chg_stock_id
恒宇信通,SZ300965,sz.300965
晋控电力,SZ000767,sz.000767
创兴资源,SH600193,sh.600193
应流股份,SH603308,sh.603308
北陆药业,SZ300016,sz.300016
中炬高新,SH600872,sh.600872
浙江交科,SZ002061,sz.002061
科远智慧,SZ002380,sz.002380
英唐智控,SZ300131,sz.300131
爱尔眼科,SZ300015,sz.300015
众源新材,SH603527,sh.603527
扬电科技,SZ301012,sz.301012
东信B股,SH900941,sh.900941
时代电气,SH688187,sh.688187
中金黄金,SH600489,sh.600489
四方新材,SH605122,sh.605122
中科星图,SH688568,sh.688568
中泰证券,SH600918,sh.600918
苏利股份,SH603585,sh.603585
南芯科技,SH688484,sh.688484
江西铜业,SH600362,sh.600362
华平股份,SZ300074,sz.300074
九安医疗,SZ002432,sz.002432
星云股份,SZ300648,sz.300648
英力特,SZ000635,sz.000635
中国建筑,SH601668,sh.601668
汇源通信,SZ000586,sz.000586
豫光金铅,SH600531,sh.600531
星宇股份,SH601799,sh.601799
浙江世宝,SZ002703,sz.002703
华体科技,SH603679,sh.603679
成都银行,SH601838,sh.601838
科林电气,SH603050,sh.603050
积成电子,SZ002339,sz.002339
宁波建工,SH601789,sh.601789
宇通客车,SH600066,sh.600066
天源迪科,SZ300047,sz.300047
山东路桥,SZ000498,sz.000498
五芳斋,SH603237,sh.603237
中国重汽,SZ000951,sz.000951
北新路桥,SZ002307,sz.002307
美联新材,SZ300586,sz.300586
鼎胜新材,SH603876,sh.603876
科源制药,SZ301281,sz.301281
世运电路,SH603920,sh.603920
津药药业,SH600488,sh.600488
联瑞新材,SH688300,sh.688300
新风光,SH688663,sh.688663
富士莱,SZ301258,sz.301258
森鹰窗业,SZ301227,sz.301227
百诚医药,SZ301096,sz.301096
西藏药业,SH600211,sh.600211
天津普林,SZ002134,sz.002134
中曼石油,SH603619,sh.603619
国星光电,SZ002449,sz.002449
四川路桥,SH600039,sh.600039
特力A,SZ000025,sz.000025
中国一重,SH601106,sh.601106
隧道股份,SH600820,sh.600820
同大股份,SZ300321,sz.300321
